ID	num_scaff_leaves	num_synth_leaves	num_splits	num_informative_input_trees	num_noninformative_overlapping_input_trees	inf_tree_ids	noninf_tree_ids
ott28348	3	11	2	1	10	tree_ot_2143@tree1.tre	tree_ot_2019@tree14.tre,tree_ot_2879@tree1.tre,tree_ot_1195@tree1.tre,tree_pg_2913@tree6742.tre,tree_pg_2692@tree6245.tre,tree_ot_841@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott283677	2	2	0	0	7		tree_ot_2879@tree1.tre,tree_ot_770@tree1.tre,tree_pg_2707@tree6281.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott284583	4	5	10	4	7	tree_ot_2320@tree5.tre,tree_ot_2079@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_1043@tree1.tre	tree_ot_3077@tree1.tre,tree_ot_2156@tree3.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott284585	7	8	28	5	6	tree_ot_2320@tree5.tre,tree_ot_2879@tree1.tre,tree_ot_1043@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2079@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2156@tree3.tre,tree_ot_290@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott288687	2	2	0	0	7		tree_ot_2879@tree1.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2019@tree15.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott289596	3	11	8	4	7	tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2154@tree1.tre,tree_ot_1214@tree1.tre	tree_ot_2018@tree8.tre,tree_pg_2913@tree6741.tre,tree_ot_837@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott291640	12	18	27	6	5	tree_ot_2761@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_156@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_3077@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_2019@tree13.tre,tree_ot_2770@tree1.tre
ott291643	2	2	0	0	8		tree_ot_2314@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_153@tree1.tre,tree_ot_830@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott291853	10	11	29	5	3	tree_ot_2314@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_155@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_156@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott291858	3	3	10	5	10	tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2765@tree1.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_214@tree1.tre,tree_ot_147@tree1.tre,tree_ot_838@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott291860	3	9	0	0	14		tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott292460	2	3	0	0	15		tree_ot_2384@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_2083@tree1.tre,tree_ot_1044@tree1.tre,tree_ot_500@tree1.tre,tree_pg_2926@tree6757.tre,tree_pg_2876@tree6670.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott292467	42	74	175	15	3	tree_ot_2384@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_2083@tree1.tre,tree_ot_1044@tree1.tre,tree_ot_500@tree1.tre,tree_pg_2926@tree6757.tre,tree_pg_2876@tree6670.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY	tree_ot_2307@tree3.tre,tree_ot_531@tree1.tre,tree_ot_214@tree1.tre
ott292471	2	3	0	0	5		tree_ot_3077@tree1.tre,tree_ot_2083@tree1.tre,tree_ot_1044@tree1.tre,tree_pg_2926@tree6757.tre,TAXONOMY
ott292472	2	2	0	0	4		tree_ot_3077@tree1.tre,tree_ot_1044@tree1.tre,tree_pg_2926@tree6757.tre,TAXONOMY
ott294045	11	13	51	7	3	tree_ot_2015@tree5.tre,tree_ot_2074@tree2.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2197@tree2.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott294608	2	2	0	0	6		tree_ot_2158@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_520@tree1.tre,tree_ot_2376@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott298778	4	8	3	1	14	tree_ot_827@tree1.tre	tree_ot_2019@tree14.tre,tree_ot_2312@tree1.tre,tree_ot_2143@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_1195@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_412@Tr77157.tre,tree_pg_2692@tree6245.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott298781	2	3	0	0	9		tree_ot_2019@tree14.tre,tree_ot_2879@tree1.tre,tree_ot_290@tree1.tre,tree_ot_412@Tr77157.tre,tree_ot_113@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott300042	37	43	64	5	6	tree_ot_2762@tree4.tre,tree_ot_2228@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2758@tree1.tre,tree_ot_655@tree1.tre,tree_pg_2913@tree6741.tre,tree_pg_2444@tree6526.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott300971	3	3	2	1	9	tree_ot_166@tree1.tre	tree_ot_2145@tree2.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_1968@tree1.tre,tree_pg_1979@tree6300.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott301843	4	5	3	1	9	tree_ot_165@tree1.tre	tree_ot_2145@tree2.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_1968@tree1.tre,tree_pg_2805@tree6512.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott302791	5	5	9	4	5	tree_ot_2750@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_178@tree1.tre,tree_ot_521@tree1.tre	tree_ot_290@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott302793	11	17	29	6	2	tree_ot_2750@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_178@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_290@tree1.tre,tree_ot_2770@tree1.tre
ott303085	4	5	0	0	10		tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_770@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2575@tree5974.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott307005	3	3	2	1	8	tree_ot_161@tree1.tre	tree_ot_2145@tree2.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_1968@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott307211	3	5	2	1	7	tree_ot_2221@tree1.tre	tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_500@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott30733	10	15	25	3	10	tree_ot_2079@tree1.tre,tree_ot_2104@tree1.tre,tree_ot_2879@tree1.tre	tree_ot_3077@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2015@tree4152.tre,tree_pg_2404@tree5068.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott30735	2	4	0	0	13		tree_ot_2158@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_1195@tree1.tre,tree_ot_520@tree1.tre,tree_ot_863@tree2.tre,tree_ot_290@tree1.tre,tree_ot_531@tree1.tre,tree_ot_841@tree1.tre,tree_pg_2404@tree5068.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott308593	6	7	0	0	8		tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott31195	6	18	28	7	9	tree_ot_2158@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_520@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_824@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2312@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_111@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott313122	3	10	8	4	12	tree_ot_2108@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2132@tree2.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott313128	5	8	0	0	7		tree_ot_2221@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_862@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott314749	2	2	0	0	7		tree_ot_2761@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2019@tree13.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott315822	2	2	0	0	9		tree_ot_2879@tree1.tre,tree_ot_770@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2829@tree6579.tre,tree_pg_2575@tree5974.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott315824	3	3	6	3	6	tree_ot_2879@tree1.tre,tree_ot_770@tree1.tre,tree_pg_2829@tree6579.tre	tree_ot_290@tree1.tre,tree_pg_2575@tree5974.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott317003	3	6	8	4	11	tree_ot_2879@tree1.tre,tree_ot_812@tree4.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_214@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott319138	2	7	0	0	11		tree_ot_2158@tree1.tre,tree_ot_2079@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_520@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2875@tree6668.tre,tree_pg_2404@tree5068.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott319141	3	6	6	3	9	tree_ot_2158@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_520@tree1.tre	tree_ot_3077@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_290@tree1.tre,tree_ot_836@tree1.tre,tree_pg_2404@tree5068.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott319465	3	3	0	0	6		tree_ot_2879@tree1.tre,tree_pg_2416@tree3.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott320098	7	10	10	4	6	tree_ot_2158@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_520@tree1.tre,tree_pg_2913@tree6742.tre	tree_ot_1195@tree1.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott320101	2	3	0	0	8		tree_ot_2158@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_520@tree1.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott320949	2	3	0	0	7		tree_ot_2879@tree1.tre,tree_ot_770@tree1.tre,tree_pg_2829@tree6579.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott321015	3	3	8	4	6	tree_ot_2879@tree1.tre,tree_ot_2169@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2019@tree12.tre,tree_ot_3077@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_290@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott326784	2	2	0	0	8		tree_ot_2158@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_520@tree1.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott329999	2	2	0	0	10		tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_pg_1764@tree6299.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott331999	6	11	28	6	9	tree_ot_2141@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_816@tree1.tre,tree_ot_136@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2312@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott332001	2	4	0	0	15		tree_ot_2141@tree1.tre,tree_ot_2312@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_816@tree1.tre,tree_ot_136@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott332139	2	5	0	0	9		tree_ot_2015@tree5.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2197@tree2.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott332937	2	43	0	0	14		tree_ot_2145@tree2.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1968@tree1.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2806@tree6529.tre,tree_pg_2805@tree6512.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott333273	2	3	0	0	8		tree_ot_2879@tree1.tre,tree_ot_2179@tree1.tre,tree_ot_290@tree1.tre,tree_pg_1586@tree3208.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott333274	2	3	0	0	7		tree_ot_2879@tree1.tre,tree_ot_2179@tree1.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott335226	11	13	40	5	4	tree_ot_2879@tree1.tre,tree_ot_770@tree1.tre,tree_pg_2829@tree6579.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,tree_pg_2575@tree5974.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott335231	3	3	8	4	4	tree_ot_2879@tree1.tre,tree_ot_770@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,tree_pg_2575@tree5974.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott3368	4	9	6	2	5	tree_ot_2222@tree1.tre,tree_ot_2879@tree1.tre	tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott341464	2	2	0	0	9		tree_ot_2019@tree14.tre,tree_ot_2143@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_1195@tree1.tre,tree_pg_2692@tree6245.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott341468	4	4	9	3	7	tree_ot_2143@tree1.tre,tree_ot_2879@tree1.tre,tree_pg_2913@tree6742.tre	tree_ot_2019@tree14.tre,tree_ot_111@tree1.tre,tree_pg_2692@tree6245.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott341907	53	89	167	10	6	tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_pg_2913@tree6741.tre,tree_pg_2869@tree6661.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY	tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2765@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_214@tree1.tre
ott351898	2	2	0	0	7		tree_ot_2019@tree14.tre,tree_ot_2143@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_172@tree2.tre,tree_ot_521@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott352748	2	2	0	0	9		tree_ot_2072@tree2.tre,tree_ot_2879@tree1.tre,tree_ot_425@tree1.tre,tree_ot_118@tree1.tre,tree_pg_2804@tree6511.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott352764	3	6	12	6	7	tree_ot_2879@tree1.tre,tree_ot_1543@tree2.tre,tree_ot_425@tree1.tre,tree_pg_2804@tree6511.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2072@tree2.tre,tree_ot_3077@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_753@tree1.tre,tree_ot_1002@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott353134	2	2	0	0	7		tree_ot_2879@tree1.tre,tree_ot_2179@tree1.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott35325	2	3	0	0	11		tree_ot_2167@tree2.tre,tree_ot_2879@tree1.tre,tree_ot_1195@tree1.tre,tree_ot_2190@tree1.tre,tree_ot_749@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2019@tree15.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott355463	3	5	2	1	8	tree_ot_2182@tree1.tre	tree_ot_2019@tree12.tre,tree_ot_2312@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2179@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott355464	3	3	2	1	8	tree_ot_2182@tree1.tre	tree_ot_2019@tree12.tre,tree_ot_2879@tree1.tre,tree_ot_2179@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott355998	2	4	0	0	7		tree_ot_2015@tree5.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2197@tree2.tre,tree_pg_1953@tree3977.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott356970	2	2	0	0	7		tree_ot_2748@tree4.tre,tree_ot_2879@tree1.tre,tree_pg_1854@tree3743.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott357621	5	7	14	4	8	tree_ot_2385@tree1.tre,tree_ot_2080@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre	tree_ot_2019@tree14.tre,tree_ot_2143@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2692@tree6245.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott359053	2	2	0	0	10		tree_ot_2015@tree5.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2197@tree2.tre,tree_ot_290@tree1.tre,tree_pg_1953@tree3977.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott3595579	2	3	0	0	3		tree_ot_2879@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott3595761	3	3	0	0	5		tree_ot_2085@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott3595764	3	3	0	0	2		tree_ot_2770@tree1.tre,TAXONOMY
ott3595865	2	2	0	0	2		tree_ot_2770@tree1.tre,TAXONOMY
ott3595868	2	2	0	0	2		tree_ot_2770@tree1.tre,TAXONOMY
ott3595870	3	3	0	0	2		tree_ot_2770@tree1.tre,TAXONOMY
ott3595881	2	2	0	0	2		tree_ot_2770@tree1.tre,TAXONOMY
ott3595961	6	6	20	5	3	tree_ot_2879@tree1.tre,tree_pg_2860@tree6646.tre,tree_pg_2866@tree6656.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_1022@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott3596008	3	4	4	2	4	tree_ot_2183@tree1.tre,tree_ot_2879@tree1.tre	tree_ot_2072@tree2.tre,tree_ot_1023@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott3596291	2	2	0	0	3		tree_ot_2381@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott3596451	4	5	19	7	6	tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2154@tree1.tre,tree_ot_1214@tree1.tre,tree_ot_835@tree1.tre,tree_ot_837@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2018@tree8.tre,tree_ot_531@tree1.tre,tree_ot_846@tree1.tre,tree_ot_521@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott3596724	3	3	0	0	2		tree_ot_2770@tree1.tre,TAXONOMY
ott3596729	5	5	0	0	3		tree_ot_2879@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott3597011	2	2	0	0	4		tree_ot_2141@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott3597427	5	6	16	5	7	tree_ot_2143@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_1195@tree1.tre,tree_pg_2692@tree6245.tre,tree_ot_809@tree2.tre	tree_ot_2019@tree14.tre,tree_ot_532@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_412@Tr77157.tre,tree_ot_521@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott3597437	2	2	0	0	2		tree_ot_2770@tree1.tre,TAXONOMY
ott3597449	2	3	0	0	2		tree_ot_2770@tree1.tre,TAXONOMY
ott3597512	2	3	0	0	5		tree_ot_2230@tree1.tre,tree_ot_2125@tree2.tre,tree_ot_2879@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott3597547	2	2	0	0	8		tree_ot_2230@tree1.tre,tree_ot_2125@tree2.tre,tree_ot_2879@tree1.tre,tree_pg_2599@tree6021.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott3597562	2	3	0	0	6		tree_ot_2230@tree1.tre,tree_ot_2125@tree2.tre,tree_ot_2879@tree1.tre,tree_pg_2599@tree6021.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott3597580	3	3	0	0	6		tree_ot_2230@tree1.tre,tree_ot_2125@tree2.tre,tree_ot_2879@tree1.tre,tree_pg_2599@tree6021.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott3598218	2	2	0	0	6		tree_ot_2167@tree2.tre,tree_ot_2879@tree1.tre,tree_ot_110@tree1.tre,tree_ot_2019@tree15.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott3598672	4	28	0	0	11		tree_ot_2234@tree9.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_1004@tree1.tre,tree_ot_290@tree1.tre,tree_ot_831@tree2.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott3598863	3	4	2	1	4	tree_ot_2879@tree1.tre	tree_ot_2019@tree12.tre,tree_ot_2192@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott3599260	2	2	0	0	5		tree_ot_2015@tree5.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott3599325	2	2	0	0	8		tree_ot_2312@tree1.tre,tree_ot_290@tree1.tre,tree_ot_170@tree1.tre,tree_pg_2404@tree5068.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
